Specialty	Class	Year	No. of Programs	Positions Offered	Unfilled Programs	U.S. Senior Applicants	Total Applicants	U.S. Senior Matches	Total Matches	U.S. Senior % Filled	Total % Filled	U.S. Senior Ranked Positions	Total Ranked Positions	U.S. Senior Match Rate %	Total Match Rate %	U.S. Senior Average Ranked Programs	Total Average Ranked Programs	Change in No. of Programs	Change in Positions Offered	Change in Unfilled Programs	Change in U.S. Senior Applicants	Change in Total Applicants	Change in U.S. Senior Matches	Change in Total Matches	Change in U.S. Senior % Filled	Change in Total % Filled	Change in U.S. Senior Ranked Positions	Change in Total Ranked Positions	Change in U.S. Senior Match Rate %	Change in Total Match Rate %	Change in U.S. Senior Average Ranked Programs	Change in Total Average Ranked Programs	% Change in No. of Programs	% Change in Positions Offered	% Change in Unfilled Programs	% Change in U.S. Senior Applicants	% Change in Total Applicants	% Change in U.S. Senior Matches	% Change in Total Matches	% Change in U.S. Senior % Filled	% Change in Total % Filled	% Change in U.S. Senior Ranked Positions	% Change in Total Ranked Positions	% Change in U.S. Senior Match Rate %	% Change in Total Match Rate %	% Change in U.S. Senior Average Ranked Programs	% Change in Total Average Ranked Programs	PGY1	PGY2	Total	Predominance	Margin	% Predominance	Exclusivity	Category
Pediatrics-Emergency Med	PGY1	2015	4	9	0	29	38	8	9	88.9	100	58	73	27.6	23.7	2	1.9	0	0	0	8	4	4	0	44.50000000000001	0	23	15	8.600000000000001	-2.8000000000000007	0.30000000000000004	0.19999999999999996	0	0	NA	38.1	11.8	100	0	100.2	0	65.7	25.9	45.3	-10.6	17.6	11.8	9	0	9	PGY1	9	100	Exclusive	PGY1 Exclusive
Pediatrics-Emergency Med	PGY1	2016	4	7	0	23	30	7	7	100	100	52	60	30.4	23.3	2.3	2	0	-2	0	-6	-8	-1	-2	11.099999999999994	0	-6	-13	2.799999999999997	-0.3999999999999986	0.2999999999999998	0.10000000000000009	0	-22.2	NA	-20.7	-21.1	-12.5	-22.2	12.5	0	-10.3	-17.8	10.1	-1.7	15	5.3	7	0	7	PGY1	7	100	Exclusive	PGY1 Exclusive
Pediatrics-Emergency Med	PGY1	2017	4	10	1	22	35	5	9	50	90	54	75	22.7	25.7	2.5	2.1	0	3	1	-1	5	-2	2	-50	-10	2	15	-7.699999999999999	2.3999999999999986	0.20000000000000018	0.10000000000000009	0	42.9	Inf	-4.3	16.7	-28.6	28.6	-50	-10	3.8	25	-25.3	10.3	8.7	5	10	0	10	PGY1	10	100	Exclusive	PGY1 Exclusive
Pediatrics-Emergency Med	PGY1	2018	4	8	0	27	42	4	8	50	100	54	83	14.8	19	2	2	0	-2	-1	5	7	-1	-1	0	10	0	8	-7.899999999999999	-6.699999999999999	-0.5	-0.10000000000000009	0	-20	-100	22.7	20	-20	-11.1	0	11.1	0	10.7	-34.8	-26.1	-20	-4.8	8	0	8	PGY1	8	100	Exclusive	PGY1 Exclusive
Pediatrics-Emergency Med	PGY1	2019	4	8	0	24	36	6	8	75	100	57	80	25	22.2	2.4	2.2	0	0	0	-3	-6	2	0	25	0	3	-3	10.2	3.1999999999999993	0.3999999999999999	0.20000000000000018	0	0	NA	-11.1	-14.3	50	0	50	0	5.6	-3.6	68.9	16.8	20	10	8	0	8	PGY1	8	100	Exclusive	PGY1 Exclusive
Pediatrics-Emergency Med	PGY1	2020	4	8	0	26	36	5	8	62.5	100	63	84	19.2	22.2	2.4	2.3	0	0	0	2	0	-1	0	-12.5	0	6	4	-5.800000000000001	0	0	0.09999999999999964	0	0	NA	8.3	0	-16.7	0	-16.7	0	10.5	5	-23.2	0	0	4.5	8	0	8	PGY1	8	100	Exclusive	PGY1 Exclusive
Pediatrics-Emergency Med	PGY1	2021	4	8	0	25	40	7	8	87.5	100	56	79	28	20	2.2	2	0	0	0	-1	4	2	0	25	0	-7	-5	8.8	-2.1999999999999993	-0.19999999999999973	-0.2999999999999998	0	0	NA	-3.8	11.1	40	0	40	0	-11.1	-6	45.8	-9.9	-8.3	-13	8	0	8	PGY1	8	100	Exclusive	PGY1 Exclusive
Pediatrics-Emergency Med	PGY1	2022	4	9	0	25	34	6	9	66.7	100	65	85	24	26.5	2.6	2.5	0	1	0	0	-6	-1	1	-20.799999999999997	0	9	6	-4	6.5	0.3999999999999999	0.5	0	12.5	NA	0	-15	-14.3	12.5	-23.8	0	16.1	7.6	-14.3	32.5	18.2	25	9	0	9	PGY1	9	100	Exclusive	PGY1 Exclusive
Pediatrics-Medical Genetics	PGY1	2012	12	7	1	12	17	4	6	57.1	85.7	34	40	33.3	35.3	2.8	2.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	0	7	PGY1	7	100	Exclusive	PGY1 Exclusive
Pediatrics-Medical Genetics	PGY1	2013	12	9	3	8	16	6	6	66.7	66.7	32	45	75	37.5	4	2.8	0	2	2	-4	-1	2	0	9.600000000000001	-19	-2	5	41.7	2.200000000000003	1.2000000000000002	0.3999999999999999	0	28.6	200	-33.3	-5.9	50	0	16.8	-22.2	-5.9	12.5	125.2	6.2	42.9	16.7	9	0	9	PGY1	9	100	Exclusive	PGY1 Exclusive
Pediatrics-Medical Genetics	PGY1	2014	12	10	3	7	20	5	7	50	70	23	48	71.4	35	3.3	2.4	0	1	0	-1	4	-1	1	-16.700000000000003	3.299999999999997	-9	3	-3.5999999999999943	-2.5	-0.7000000000000002	-0.3999999999999999	0	11.1	0	-12.5	25	-16.7	16.7	-25	4.9	-28.1	6.7	-4.8	-6.7	-17.5	-14.3	10	0	10	PGY1	10	100	Exclusive	PGY1 Exclusive
Pediatrics-Medical Genetics	PGY1	2015	12	15	0	15	25	12	15	80	100	66	105	80	60	4.4	4.2	0	5	-3	8	5	7	8	30	30	43	57	8.599999999999994	25	1.1000000000000005	1.8000000000000003	0	50	-100	114.3	25	140	114.3	60	42.9	187	118.8	12	71.4	33.3	75	15	0	15	PGY1	15	100	Exclusive	PGY1 Exclusive
Pediatrics-Medical Genetics	PGY1	2016	13	14	0	21	38	10	14	71.4	100	87	112	47.6	36.8	4.1	2.9	1	-1	0	6	13	-2	-1	-8.599999999999994	0	21	7	-32.4	-23.200000000000003	-0.3000000000000007	-1.3000000000000003	8.3	-6.7	NA	40	52	-16.7	-6.7	-10.7	0	31.8	6.7	-40.5	-38.7	-6.8	-31	14	0	14	PGY1	14	100	Exclusive	PGY1 Exclusive
Pediatrics-Medical Genetics	PGY1	2017	16	15	2	15	31	8	13	53.3	86.7	77	117	53.3	41.9	5.1	3.8	3	1	2	-6	-7	-2	-1	-18.10000000000001	-13.299999999999997	-10	5	5.699999999999996	5.100000000000001	1	0.8999999999999999	23.1	7.1	Inf	-28.6	-18.4	-20	-7.1	-25.4	-13.3	-11.5	4.5	12	13.9	24.4	31	15	0	15	PGY1	15	100	Exclusive	PGY1 Exclusive
Pediatrics-Medical Genetics	PGY1	2018	16	20	1	17	29	14	18	70	90	125	148	82.4	62.1	7.4	5.1	0	5	-1	2	-2	6	5	16.700000000000003	3.299999999999997	48	31	29.10000000000001	20.200000000000003	2.3000000000000007	1.2999999999999998	0	33.3	-50	13.3	-6.5	75	38.5	31.3	3.8	62.3	26.5	54.6	48.2	45.1	34.2	20	0	20	PGY1	20	100	Exclusive	PGY1 Exclusive
Pediatrics-Medical Genetics	PGY1	2019	18	21	4	24	43	14	16	66.7	76.2	132	172	58.3	37.2	5.5	4	2	1	3	7	14	0	-2	-3.299999999999997	-13.799999999999997	7	24	-24.10000000000001	-24.9	-1.9000000000000004	-1.0999999999999996	12.5	5	300	41.2	48.3	0	-11.1	-4.7	-15.3	5.6	16.2	-29.2	-40.1	-25.7	-21.6	21	0	21	PGY1	21	100	Exclusive	PGY1 Exclusive
Pediatrics-Medical Genetics	PGY1	2020	20	22	2	21	35	13	20	59.1	90.9	114	165	61.9	57.1	5.4	4.7	2	1	-2	-3	-8	-1	4	-7.600000000000001	14.700000000000003	-18	-7	3.6000000000000014	19.9	-0.09999999999999964	0.7000000000000002	11.1	4.8	-50	-12.5	-18.6	-7.1	25	-11.4	19.3	-13.6	-4.1	6.2	53.5	-1.8	17.5	22	0	22	PGY1	22	100	Exclusive	PGY1 Exclusive
Pediatrics-Medical Genetics	PGY1	2021	20	27	2	23	44	19	25	70.4	92.6	194	254	82.6	56.8	8.4	5.8	0	5	0	2	9	6	5	11.300000000000004	1.6999999999999886	80	89	20.699999999999996	-0.30000000000000426	3	1.0999999999999996	0	22.7	0	9.5	25.7	46.2	25	19.1	1.9	70.2	53.9	33.4	-0.5	55.6	23.4	27	0	27	PGY1	27	100	Exclusive	PGY1 Exclusive
Pediatrics-Medical Genetics	PGY1	2022	23	30	2	23	50	18	28	60	93.3	177	261	78.3	56	7.7	5.2	3	3	0	0	6	-1	3	-10.400000000000006	0.7000000000000028	-17	7	-4.299999999999997	-0.7999999999999972	-0.7000000000000002	-0.5999999999999996	15	11.1	0	0	13.6	-5.3	12	-14.8	0.8	-8.8	2.8	-5.2	-1.4	-8.3	-10.3	30	0	30	PGY1	30	100	Exclusive	PGY1 Exclusive
Pediatrics-P M & R	PGY1	2012	3	2	0	6	6	2	2	100	100	11	11	33.3	33.3	1.8	1.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	2	PGY1	2	100	Exclusive	PGY1 Exclusive
Pediatrics-P M & R	PGY1	2013	3	3	0	8	11	2	3	66.7	100	15	18	25	27.3	1.9	1.6	0	1	0	2	5	0	1	-33.3	0	4	7	-8.299999999999997	-5.9999999999999964	0.09999999999999987	-0.19999999999999996	0	50	NA	33.3	83.3	0	50	-33.3	0	36.4	63.6	-24.9	-18	5.6	-11.1	3	0	3	PGY1	3	100	Exclusive	PGY1 Exclusive
Pediatrics-P M & R	PGY1	2014	3	3	0	6	9	2	3	66.7	100	12	16	33.3	33.3	2	1.8	0	0	0	-2	-2	0	0	0	0	-3	-2	8.299999999999997	5.9999999999999964	0.10000000000000009	0.19999999999999996	0	0	NA	-25	-18.2	0	0	0	0	-20	-11.1	33.2	22	5.3	12.5	3	0	3	PGY1	3	100	Exclusive	PGY1 Exclusive
Pediatrics-P M & R	PGY1	2015	3	1	0	6	8	0	1	0	100	10	12	0	12.5	1.7	1.5	0	-2	0	0	-1	-2	-2	-66.7	0	-2	-4	-33.3	-20.799999999999997	-0.30000000000000004	-0.30000000000000004	0	-66.7	NA	0	-11.1	-100	-66.7	-100	0	-16.7	-25	-100	-62.5	-15	-16.7	1	0	1	PGY1	1	100	Exclusive	PGY1 Exclusive
Pediatrics-P M & R	PGY1	2016	3	4	0	11	18	3	4	75	100	21	29	27.3	22.2	1.9	1.6	0	3	0	5	10	3	3	75	0	11	17	27.3	9.7	0.19999999999999996	0.10000000000000009	0	300	NA	83.3	125	Inf	300	Inf	0	110	141.7	Inf	77.6	11.8	6.7	4	0	4	PGY1	4	100	Exclusive	PGY1 Exclusive
Pediatrics-P M & R	PGY1	2017	3	2	0	9	9	2	2	100	100	15	15	22.2	22.2	1.7	1.7	0	-2	0	-2	-9	-1	-2	25	0	-6	-14	-5.100000000000001	0	-0.19999999999999996	0.09999999999999987	0	-50	NA	-18.2	-50	-33.3	-50	33.3	0	-28.6	-48.3	-18.7	0	-10.5	6.2	2	0	2	PGY1	2	100	Exclusive	PGY1 Exclusive
Pediatrics-P M & R	PGY1	2018	3	3	0	8	13	3	3	100	100	14	20	37.5	23.1	1.8	1.5	0	1	0	-1	4	1	1	0	0	-1	5	15.3	0.9000000000000021	0.10000000000000009	-0.19999999999999996	0	50	NA	-11.1	44.4	50	50	0	0	-6.7	33.3	68.9	4.1	5.9	-11.8	3	0	3	PGY1	3	100	Exclusive	PGY1 Exclusive
Pediatrics-P M & R	PGY1	2019	3	4	1	8	13	2	3	50	75	13	19	25	23.1	1.6	1.5	0	1	1	0	0	-1	0	-50	-25	-1	-1	-12.5	0	-0.19999999999999996	0	0	33.3	Inf	0	0	-33.3	0	-50	-25	-7.1	-5	-33.3	0	-11.1	0	4	0	4	PGY1	4	100	Exclusive	PGY1 Exclusive
Pediatrics-P M & R	PGY1	2020	3	4	0	9	18	2	4	50	100	14	27	22.2	22.2	1.6	1.5	0	0	-1	1	5	0	1	0	25	1	8	-2.8000000000000007	-0.9000000000000021	0	0	0	0	-100	12.5	38.5	0	33.3	0	33.3	7.7	42.1	-11.2	-3.9	0	0	4	0	4	PGY1	4	100	Exclusive	PGY1 Exclusive
Pediatrics-P M & R	PGY1	2021	3	2	0	9	15	2	2	100	100	16	24	22.2	13.3	1.8	1.6	0	-2	0	0	-3	0	-2	50	0	2	-3	0	-8.899999999999999	0.19999999999999996	0.10000000000000009	0	-50	NA	0	-16.7	0	-50	100	0	14.3	-11.1	0	-40.1	12.5	6.7	2	0	2	PGY1	2	100	Exclusive	PGY1 Exclusive
Pediatrics-P M & R	PGY1	2022	3	3	0	12	14	3	3	100	100	26	30	25	21.4	2.2	2.1	0	1	0	3	-1	1	1	0	0	10	6	2.8000000000000007	8.099999999999998	0.40000000000000013	0.5	0	50	NA	33.3	-6.7	50	50	0	0	62.5	25	12.6	60.9	22.2	31.2	3	0	3	PGY1	3	100	Exclusive	PGY1 Exclusive
Pediatrics-Preliminary	PGY1	2012	52	55	5	142	190	43	48	78.2	87.3	676	814	30.3	25.3	4.8	4.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	55	0	55	PGY1	55	100	Exclusive	PGY1 Exclusive
Pediatrics-Preliminary	PGY1	2013	44	44	6	131	201	31	37	70.5	84.1	622	778	23.7	18.4	4.7	3.9	-8	-11	1	-11	11	-12	-11	-7.700000000000003	-3.200000000000003	-54	-36	-6.600000000000001	-6.900000000000002	-0.09999999999999964	-0.3999999999999999	-15.4	-20	20	-7.7	5.8	-27.9	-22.9	-9.8	-3.7	-8	-4.4	-21.8	-27.3	-2.1	-9.3	44	0	44	PGY1	44	100	Exclusive	PGY1 Exclusive
Pediatrics-Preliminary	PGY1	2014	38	40	7	100	174	24	30	60	75	508	685	24	17.2	5.1	3.9	-6	-4	1	-31	-27	-7	-7	-10.5	-9.099999999999994	-114	-93	0.3000000000000007	-1.1999999999999993	0.39999999999999947	0	-13.6	-9.1	16.7	-23.7	-13.4	-22.6	-18.9	-14.9	-10.8	-18.3	-12	1.3	-6.5	8.5	0	40	0	40	PGY1	40	100	Exclusive	PGY1 Exclusive
Pediatrics-Preliminary	PGY1	2015	36	36	6	92	170	21	30	58.3	83.3	424	569	22.8	17.6	4.6	3.3	-2	-4	-1	-8	-4	-3	0	-1.7000000000000028	8.299999999999997	-84	-116	-1.1999999999999993	0.40000000000000213	-0.5	-0.6000000000000001	-5.3	-10	-14.3	-8	-2.3	-12.5	0	-2.8	11.1	-16.5	-16.9	-5	2.3	-9.8	-15.4	36	0	36	PGY1	36	100	Exclusive	PGY1 Exclusive
Pediatrics-Preliminary	PGY1	2016	38	43	5	128	209	26	37	60.5	86	485	619	20.3	17.7	3.8	3	2	7	-1	36	39	5	7	2.200000000000003	2.700000000000003	61	50	-2.5	0.09999999999999787	-0.7999999999999998	-0.2999999999999998	5.6	19.4	-16.7	39.1	22.9	23.8	23.3	3.8	3.2	14.4	8.8	-11	0.6	-17.4	-9.1	43	0	43	PGY1	43	100	Exclusive	PGY1 Exclusive
Pediatrics-Preliminary	PGY1	2017	29	34	5	119	171	23	27	67.6	79.4	401	508	19.3	15.8	3.4	3	-9	-9	0	-9	-38	-3	-10	7.099999999999994	-6.599999999999994	-84	-111	-1	-1.8999999999999986	-0.3999999999999999	0	-23.7	-20.9	0	-7	-18.2	-11.5	-27	11.7	-7.7	-17.3	-17.9	-4.9	-10.7	-10.5	0	34	0	34	PGY1	34	100	Exclusive	PGY1 Exclusive
Pediatrics-Preliminary	PGY1	2018	20	19	4	113	154	10	14	52.6	73.7	299	371	8.8	9.1	2.6	2.4	-9	-15	-1	-6	-17	-13	-13	-14.999999999999993	-5.700000000000003	-102	-137	-10.5	-6.700000000000001	-0.7999999999999998	-0.6000000000000001	-31	-44.1	-20	-5	-9.9	-56.5	-48.1	-22.2	-7.2	-25.4	-27	-54.4	-42.4	-23.5	-20	19	0	19	PGY1	19	100	Exclusive	PGY1 Exclusive
Pediatrics-Preliminary	PGY1	2019	21	24	4	100	153	12	19	50	79.2	376	475	12	12.4	3.8	3.1	1	5	0	-13	-1	2	5	-2.6000000000000014	5.5	77	104	3.1999999999999993	3.3000000000000007	1.1999999999999997	0.7000000000000002	5	26.3	0	-11.5	-0.6	20	35.7	-4.9	7.5	25.8	28	36.4	36.3	46.2	29.2	24	0	24	PGY1	24	100	Exclusive	PGY1 Exclusive
Pediatrics-Preliminary	PGY1	2020	21	19	5	86	118	9	12	47.4	63.2	359	402	10.5	10.2	4.2	3.4	0	-5	1	-14	-35	-3	-7	-2.6000000000000014	-16	-17	-73	-1.5	-2.200000000000001	0.40000000000000036	0.2999999999999998	0	-20.8	25	-14	-22.9	-25	-36.8	-5.2	-20.2	-4.5	-15.4	-12.5	-17.7	10.5	9.7	19	0	19	PGY1	19	100	Exclusive	PGY1 Exclusive
Pediatrics-Preliminary	PGY1	2021	20	24	2	100	150	16	22	66.7	91.7	570	659	16	14.7	5.7	4.4	-1	5	-3	14	32	7	10	19.300000000000004	28.5	211	257	5.5	4.5	1.5	1.0000000000000004	-4.8	26.3	-60	16.3	27.1	77.8	83.3	40.7	45.1	58.8	63.9	52.4	44.1	35.7	29.4	24	0	24	PGY1	24	100	Exclusive	PGY1 Exclusive
Pediatrics-Preliminary	PGY1	2022	18	23	2	88	135	16	21	69.6	91.3	499	575	18.2	15.6	5.7	4.3	-2	-1	0	-12	-15	0	-1	2.8999999999999915	-0.4000000000000057	-71	-84	2.1999999999999993	0.9000000000000004	0	-0.10000000000000053	-10	-4.2	0	-12	-10	0	-4.5	4.3	-0.4	-12.5	-12.7	13.7	6.1	0	-2.3	23	0	23	PGY1	23	100	Exclusive	PGY1 Exclusive
Pediatrics-Primary	PGY1	2012	13	67	2	280	916	27	64	40.3	95.5	378	1276	9.6	7	1.4	1.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	67	0	67	PGY1	67	100	Exclusive	PGY1 Exclusive
Pediatrics-Primary	PGY1	2013	12	83	0	333	984	30	83	36.1	100	437	1269	9	8.4	1.3	1.3	-1	16	-2	53	68	3	19	-4.199999999999996	4.5	59	-7	-0.5999999999999996	1.4000000000000004	-0.09999999999999987	-0.09999999999999987	-7.7	23.9	-100	18.9	7.4	11.1	29.7	-10.4	4.7	15.6	-0.5	-6.2	20	-7.1	-7.1	83	0	83	PGY1	83	100	Exclusive	PGY1 Exclusive
Pediatrics-Primary	PGY1	2014	12	75	0	399	865	34	75	45.3	100	544	1116	8.5	8.7	1.4	1.3	0	-8	0	66	-119	4	-8	9.199999999999996	0	107	-153	-0.5	0.29999999999999893	0.09999999999999987	0	0	-9.6	NA	19.8	-12.1	13.3	-9.6	25.5	0	24.5	-12.1	-5.6	3.6	7.7	0	75	0	75	PGY1	75	100	Exclusive	PGY1 Exclusive
Pediatrics-Primary	PGY1	2015	12	74	0	365	798	26	74	35.1	100	506	1039	7.1	9.3	1.4	1.3	0	-1	0	-34	-67	-8	-1	-10.199999999999996	0	-38	-77	-1.4000000000000004	0.6000000000000014	0	0	0	-1.3	NA	-8.5	-7.7	-23.5	-1.3	-22.5	0	-7	-6.9	-16.5	6.9	0	0	74	0	74	PGY1	74	100	Exclusive	PGY1 Exclusive
Pediatrics-Primary	PGY1	2016	13	79	0	336	750	34	79	43	100	490	970	10.1	10.5	1.5	1.3	1	5	0	-29	-48	8	5	7.899999999999999	0	-16	-69	3	1.1999999999999993	0.10000000000000009	0	8.3	6.8	NA	-7.9	-6	30.8	6.8	22.5	0	-3.2	-6.6	42.3	12.9	7.1	0	79	0	79	PGY1	79	100	Exclusive	PGY1 Exclusive
Pediatrics-Primary	PGY1	2017	13	83	1	358	782	31	82	37.3	98.8	531	1039	8.7	10.5	1.5	1.3	0	4	1	22	32	-3	3	-5.700000000000003	-1.2000000000000028	41	69	-1.4000000000000004	0	0	0	0	5.1	Inf	6.5	4.3	-8.8	3.8	-13.3	-1.2	8.4	7.1	-13.9	0	0	0	83	0	83	PGY1	83	100	Exclusive	PGY1 Exclusive
Pediatrics-Primary	PGY1	2018	14	90	2	400	834	36	86	40	95.6	582	1113	9	10.3	1.5	1.3	1	7	1	42	52	5	4	2.700000000000003	-3.200000000000003	51	74	0.3000000000000007	-0.1999999999999993	0	0	7.7	8.4	100	11.7	6.6	16.1	4.9	7.2	-3.2	9.6	7.1	3.4	-1.9	0	0	90	0	90	PGY1	90	100	Exclusive	PGY1 Exclusive
Pediatrics-Primary	PGY1	2019	14	90	1	405	880	36	89	40	98.9	629	1205	8.9	10.1	1.6	1.4	0	0	-1	5	46	0	3	0	3.3000000000000114	47	92	-0.09999999999999964	-0.20000000000000107	0.10000000000000009	0.09999999999999987	0	0	-50	1.2	5.5	0	3.5	0	3.5	8.1	8.3	-1.1	-1.9	6.7	7.7	90	0	90	PGY1	90	100	Exclusive	PGY1 Exclusive
Pediatrics-Primary	PGY1	2020	15	92	1	368	871	36	90	39.1	97.8	540	1154	9.8	10.3	1.5	1.3	1	2	0	-37	-9	0	1	-0.8999999999999986	-1.1000000000000085	-89	-51	0.9000000000000004	0.20000000000000107	-0.10000000000000009	-0.09999999999999987	7.1	2.2	0	-9.1	-1	0	1.1	-2.2	-1.1	-14.1	-4.2	10.1	2	-6.3	-7.1	92	0	92	PGY1	92	100	Exclusive	PGY1 Exclusive
Pediatrics-Primary	PGY1	2021	14	75	1	368	790	39	74	52	98.7	556	1054	10.6	9.4	1.5	1.3	-1	-17	0	0	-81	3	-16	12.899999999999999	0.9000000000000057	16	-100	0.7999999999999989	-0.9000000000000004	0	0	-6.7	-18.5	0	0	-9.3	8.3	-17.8	33	0.9	3	-8.7	8.2	-8.7	0	0	75	0	75	PGY1	75	100	Exclusive	PGY1 Exclusive
Pediatrics-Primary	PGY1	2022	14	74	1	289	646	31	73	41.9	98.6	453	876	10.7	11.3	1.6	1.4	0	-1	0	-79	-144	-8	-1	-10.100000000000001	-0.10000000000000853	-103	-178	0.09999999999999964	1.9000000000000004	0.10000000000000009	0.09999999999999987	0	-1.3	0	-21.5	-18.2	-20.5	-1.4	-19.4	-0.1	-18.5	-16.9	0.9	20.2	6.7	7.7	74	0	74	PGY1	74	100	Exclusive	PGY1 Exclusive
Peds/Psych/Child Psych	PGY1	2012	9	18	1	22	39	13	17	72.2	94.4	88	129	59.1	43.6	4	3.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18	0	18	PGY1	18	100	Exclusive	PGY1 Exclusive
Peds/Psych/Child Psych	PGY1	2013	9	19	0	42	50	16	19	84.2	100	138	154	38.1	38	3.3	3.1	0	1	-1	20	11	3	2	12	5.599999999999994	50	25	-21	-5.600000000000001	-0.7000000000000002	-0.19999999999999973	0	5.6	-100	90.9	28.2	23.1	11.8	16.6	5.9	56.8	19.4	-35.5	-12.8	-17.5	-6.1	19	0	19	PGY1	19	100	Exclusive	PGY1 Exclusive
Peds/Psych/Child Psych	PGY1	2014	9	19	1	32	49	16	18	84.2	94.7	115	143	50	36.7	3.6	2.9	0	0	1	-10	-1	0	-1	0	-5.299999999999997	-23	-11	11.899999999999999	-1.2999999999999972	0.30000000000000027	-0.20000000000000018	0	0	Inf	-23.8	-2	0	-5.3	0	-5.3	-16.7	-7.1	31.2	-3.4	9.1	-6.5	19	0	19	PGY1	19	100	Exclusive	PGY1 Exclusive
Peds/Psych/Child Psych	PGY1	2015	9	19	0	35	45	18	19	94.7	100	140	157	51.4	42.2	4	3.5	0	0	-1	3	-4	2	1	10.5	5.299999999999997	25	14	1.3999999999999986	5.5	0.3999999999999999	0.6000000000000001	0	0	-100	9.4	-8.2	12.5	5.6	12.5	5.6	21.7	9.8	2.8	15	11.1	20.7	19	0	19	PGY1	19	100	Exclusive	PGY1 Exclusive
Peds/Psych/Child Psych	PGY1	2016	9	20	0	43	54	18	20	90	100	165	186	41.9	37	3.8	3.4	0	1	0	8	9	0	1	-4.700000000000003	0	25	29	-9.5	-5.200000000000003	-0.20000000000000018	-0.10000000000000009	0	5.3	NA	22.9	20	0	5.3	-5	0	17.9	18.5	-18.5	-12.3	-5	-2.9	20	0	20	PGY1	20	100	Exclusive	PGY1 Exclusive
Peds/Psych/Child Psych	PGY1	2017	9	21	0	43	56	19	21	90.5	100	177	198	44.2	37.5	4.1	3.5	0	1	0	0	2	1	1	0.5	0	12	12	2.3000000000000043	0.5	0.2999999999999998	0.10000000000000009	0	5	NA	0	3.7	5.6	5	0.6	0	7.3	6.5	5.5	1.4	7.9	2.9	21	0	21	PGY1	21	100	Exclusive	PGY1 Exclusive
Peds/Psych/Child Psych	PGY1	2018	9	21	1	52	65	17	20	81	95.2	170	195	32.7	30.8	3.3	3	0	0	1	9	9	-2	-1	-9.5	-4.799999999999997	-7	-3	-11.5	-6.699999999999999	-0.7999999999999998	-0.5	0	0	Inf	20.9	16.1	-10.5	-4.8	-10.5	-4.8	-4	-1.5	-26	-17.9	-19.5	-14.3	21	0	21	PGY1	21	100	Exclusive	PGY1 Exclusive
Peds/Psych/Child Psych	PGY1	2019	9	21	0	51	65	20	21	95.2	100	188	214	39.2	32.3	3.7	3.3	0	0	-1	-1	0	3	1	14.200000000000003	4.799999999999997	18	19	6.5	1.4999999999999964	0.40000000000000036	0.2999999999999998	0	0	-100	-1.9	0	17.6	5	17.5	5	10.6	9.7	19.9	4.9	12.1	10	21	0	21	PGY1	21	100	Exclusive	PGY1 Exclusive
Peds/Psych/Child Psych	PGY1	2020	9	22	0	54	64	20	22	90.9	100	198	221	37	34.4	3.7	3.5	0	1	0	3	-1	0	1	-4.299999999999997	0	10	7	-2.200000000000003	2.1000000000000014	0	0.20000000000000018	0	4.8	NA	5.9	-1.5	0	4.8	-4.5	0	5.3	3.3	-5.6	6.5	0	6.1	22	0	22	PGY1	22	100	Exclusive	PGY1 Exclusive
Peds/Psych/Child Psych	PGY1	2021	9	21	0	46	62	19	21	90.5	100	185	210	41.3	33.9	4	3.4	0	-1	0	-8	-2	-1	-1	-0.4000000000000057	0	-13	-11	4.299999999999997	-0.5	0.2999999999999998	-0.10000000000000009	0	-4.5	NA	-14.8	-3.1	-5	-4.5	-0.4	0	-6.6	-5	11.6	-1.5	8.1	-2.9	21	0	21	PGY1	21	100	Exclusive	PGY1 Exclusive
Peds/Psych/Child Psych	PGY1	2022	8	21	0	51	62	20	21	95.2	100	186	201	39.2	33.9	3.6	3.2	-1	0	0	5	0	1	0	4.700000000000003	0	1	-9	-2.0999999999999943	0	-0.3999999999999999	-0.19999999999999973	-11.1	0	NA	10.9	0	5.3	0	5.2	0	0.5	-4.3	-5.1	0	-10	-5.9	21	0	21	PGY1	21	100	Exclusive	PGY1 Exclusive
Physical Medicine & Rehab	PGY1	2012	26	86	0	195	373	51	86	59.3	100	663	1102	26.2	23.1	3.4	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	86	281	367	PGY2	195	76.6	Mixed	PGY2 Mixed
